Address,Coordinates,City,# Bedrooms,# Bathrooms,Price per bedroom,Price per apartment,Cats ok,Dogs ok,# cafes nearby,# minutes to closest cafe,# restaurants nearby,# minutes to closest restaurant,# shops nearby,# minutes to nearest bus stop,# minutes to nearest T-station,# parks nearby,# minutes to closest drugstore,# minutes to closest urgent care
5 Babcock St,42.3485° N 71.1165° W,Brookline,3,1,"$1,975","$5,925",1,1,3,7,3,5,4,3,7,3,7,13
189 Prospect St,42.3715° N 71.1039° W,Cambridge,3,1,"$2,425","$7,275",1,1,4,3,7,4,5,1,5,4,4,13
152 Huron Ave,42.3854° N 71.1336° W,Cambridge,3,1,"$2,150","$6,450",1,1,2,4,1,3,5,8,13,4,10,11
12 Porter Rd,42.3903° N 71.1197° W,Porter Square,3,1,"$2,250","$6,750",0,1,4,7,7,5,7,5,6,1,12,13
218 Brattle St,42.3822° N 71.1375° W,Cambridge,2,1,"$2,275","$4,550",1,0,4,7,3,4,4,4,7,3,10,10
116 Highland Ave,42.3891° N 71.1035° W,Somerville,4,1,"$1,675","$6,700",1,0,2,5,7,5,5,5,7,2,5,12
28 Ashford St,42.3539° N 71.1217° W,Allston,4,1,"$1,600","$6,400",0,0,5,4,6,5,4,4,7,1,6,14
172 Commonwealth Ave,42.3517° N 71.0754° W,Boston,3,1,"$2,125","$6,375",0,0,9,1,7,4,7,4,3,4,7,10
486 River St,42.3707° N 71.1129° W,Cambridge,3,1,"$2,300","$6,900",0,0,3,6,8,4,5,4,8,3,5,12
90 Aspinwall Ave,42.3358° N 71.1149° W,Brookline,2,1,"$1,950","$3,900",1,1,2,8,2,7,2,8,8,3,9,22
111 Huron Ave,42.3842° N 71.1313° W,Cambridge,3,1,"$2,200","$6,600",0,1,1,6,5,5,3,5,8,2,9,10
36 Beech St,42.3902° N 71.1223° W,Porter Square,3,1,"$2,325","$6,975",1,1,1,10,1,8,4,7,10,3,13,20
2202 Massachusetts Ave,42.3956° N 71.1282° W,Porter Square,3,2,"$1,950","$5,850",1,1,6,2,10,1,7,2,1,3,6,8
304 Broadway,42.3673° N 71.0947° W,Cambridge,4,1,"$2,375","$9,500",1,0,8,3,10,4,7,4,4,2,8,12
828 Boylston St,42.3495° N 71.0794° W,Boston,3,1,"$2,225","$6,675",0,0,9,3,14,2,9,2,2,3,6,5
10 Babcock St,42.3494° N 71.1170° W,Brookline,3,1,"$2,050","$6,150",0,0,5,4,6,6,6,5,9,2,5,15
196 Harvard Ave,42.3549° N 71.1313° W,Allston,2,1,"$1,575","$3,150",0,0,9,1,15,2,7,1,3,4,6,8
18 Chester St,42.3502° N 71.1275° W,Allston,2,1,"$1,800","$3,600",1,0,3,5,4,2,7,2,11,1,5,12
16 Brighton Ave,42.3526° N 71.1257° W,Allston,3,1,"$1,950","$5,850",1,1,11,3,16,3,12,2,4,4,3,6
774 Broadway,42.3959° N 71.1167° W,Somerville,2,1,"$1,725","$3,450",1,0,3,4,5,4,3,5,5,3,8,12
2 Roseland St,42.3887° N 71.1193° W,Porter Square,2,1,"$1,975","$3,950",0,0,3,5,1,5,2,3,7,3,11,19
705 Harrison Ave,42.3355° N 71.0720° W,Boston,2,1,"$2,300","$4,600",0,0,6,7,8,5,7,3,8,2,11,15
616 Massachusetts Ave,42.3418° N 71.0865° W,Boston,4,2,"$2,325","$9,300",1,1,7,2,6,3,5,2,4,3,8,8
68 Aspinwall Ave,42.3348° N 71.1142° W,Brookline,3,1,"$1,925","$5,775",1,1,4,7,5,8,2,4,7,4,9,13
402 Cambridge St,42.3731° N 71.0948° W,Cambridge,4,1,"$2,575","$10,300",0,1,9,4,6,4,7,1,7,1,8,13
1786 Beacon St,42.3395° N 71.1378° W,Brookline,3,1,"$2,075","$6,225",1,1,4,1,11,1,6,3,4,4,3,8
544 Harrison Ave,42.3386° N 71.0694° W,Boston,4,1,"$2,050","$8,200",0,0,3,5,8,5,4,5,6,2,7,15
196 Longwood Ave,42.3426° N 71.1192° W,Brookline,4,1,"$2,375","$9,500",0,0,5,5,4,3,3,6,6,1,9,9
274 Beacon St,42.3527° N 71.0798° W,Boston,3,1,"$2,250","$6,750",0,1,7,1,8,4,8,1,3,3,4,7
316 College Ave,42.4043° N 71.1190° W,Somerville,2,1,"$2,100","$4,200",1,1,6,5,5,5,4,2,8,1,12,14
340 Beacon St,42.3845° N 71.1165° W,Somerville,3,1,"$1,900","$5,700",0,1,4,3,3,5,7,3,7,3,7,10
38 Quint Ave,42.3501° N 71.1357° W,Allston,4,1,"$2,000","$8,000",0,1,2,8,5,4,4,6,12,1,9,10
108 Brattle St,42.3778° N 71.1269° W,Cambridge,2,1,"$2,300","$4,600",1,0,6,4,5,5,7,2,4,2,12,12
466 Harrison Ave,42.3402° N 71.0682° W,Boston,4,1,"$2,275","$9,100",1,1,2,5,3,2,5,2,8,3,6,17
1136 Broadway,42.3790° N 71.1174° W,Cambridge,3,1,"$2,025","$6,075",1,0,6,4,11,3,10,2,3,2,7,9
1468 Beacon St,42.3412° N 71.1265° W,Brookline,2,1,"$2,250","$4,500",0,1,8,3,10,1,10,3,1,1,5,15
246 River St,42.3665° N 71.1147° W,Cambridge,3,2,"$2,425","$7,275",0,0,6,3,4,2,6,6,8,3,6,10
326 Somerville Ave,42.3824° N 71.1008° W,Somerville,3,1,"$1,500","$4,500",0,1,6,3,6,3,7,1,8,2,3,10
112 Pearl St,42.3634° N 71.1034° W,Cambridge,3,2,"$2,175","$6,525",1,0,4,4,8,5,4,5,12,1,11,12
82 Beech St,42.3922° N 71.1242° W,Porter Square,3,1,"$1,850","$5,550",0,1,3,4,1,3,2,8,16,4,8,12
244 Huron Ave,42.3878° N 71.1378° W,Cambridge,4,1,"$2,150","$8,600",1,0,2,9,5,7,5,7,7,4,10,16
53 Porter Rd,42.3914° N 71.1225° W,Porter Square,4,1,"$2,450","$9,800",1,1,2,4,5,5,4,6,10,1,9,11
864 Boylston St,42.3489° N 71.0807° W,Boston,2,1,"$2,500","$5,000",1,0,10,2,11,2,10,3,4,2,6,6
112 Newbury St,42.3508° N 71.0750° W,Boston,3,2,"$2,450","$7,350",1,1,9,3,9,1,7,3,5,3,5,6
113 Harvard Ave,42.3524° N 71.1313° W,Allston,2,1,"$2,200","$4,400",0,0,12,1,14,3,11,3,2,1,4,9
62 Quint Ave,42.3519° N 71.1365° W,Allston,2,1,"$1,425","$2,850",1,0,4,8,4,8,5,4,9,3,13,18
41 Roseland St,42.3898° N 71.1214° W,Porter Square,2,1,"$1,900","$3,800",0,0,3,5,5,7,2,4,10,2,9,10
558 Harrison Ave,42.3386° N 71.0699° W,Boston,2,1,"$2,475","$4,950",0,0,6,4,7,5,5,3,12,2,9,9
98 Quint Ave,42.3533° N 71.1383° W,Allston,3,1,"$1,750","$5,250",1,0,2,4,4,9,3,5,7,4,9,19
166 Saint Paul St,42.3506° N 71.1170° W,Brookline,2,1,"$1,900","$3,800",1,1,4,4,8,4,5,6,10,3,5,8
274 Washington St,42.3378° N 71.1309° W,Brookline,3,1,"$2,325","$6,975",1,1,2,5,5,5,6,4,9,3,12,11
359 River St,42.3680° N 71.1140° W,Cambridge,3,2,"$2,400","$7,200",1,1,2,6,8,6,3,3,8,1,7,15
316 Prospect St,42.3757° N 71.1055° W,Cambridge,3,2,"$2,350","$7,050",1,0,4,3,10,2,7,4,8,2,6,10
952 Massachusetts Ave,42.3387° N 71.0948° W,Boston,3,1,"$2,050","$6,150",0,0,9,1,10,2,10,4,5,2,3,13
476 River St,42.3710° N 71.1133° W,Cambridge,3,1,"$2,300","$6,900",0,1,6,3,3,2,6,6,12,3,5,15
1259 Commonwealth Ave,42.3496° N 71.1350° W,Allston,3,1,"$2,125","$6,375",1,1,8,4,7,3,10,4,8,3,6,10
532 Commonwealth Ave,42.3498° N 71.0887° W,Boston,3,2,"$2,125","$6,375",0,1,7,1,7,3,8,4,3,1,4,7
82 Linden St,42.3525° N 71.1296° W,Allston,2,1,"$2,075","$4,150",1,1,6,2,6,5,3,3,11,3,12,9
54 Beacon St,42.3755° N 71.1060° W,Somerville,2,1,"$1,800","$3,600",0,0,3,4,4,6,3,6,8,1,11,12
2295 Massachusetts Ave,42.3974° N 71.1299° W,Porter Square,2,1,"$2,125","$4,250",1,1,10,2,14,2,7,1,4,3,3,5
62 Tremont St,42.3562° N 71.0627° W,Boston,3,1,"$2,200","$6,600",1,0,6,2,8,4,5,3,3,2,8,9
30 Holland St,42.3972° N 71.1236° W,Somerville,2,1,"$2,175","$4,350",1,0,6,4,8,6,6,5,4,1,12,17
280 Washington St,42.3386° N 71.1312° W,Brookline,2,1,"$1,925","$3,850",1,1,2,3,7,2,5,4,10,1,11,15
524 Beacon St,42.3511° N 71.0909° W,Boston,3,2,"$2,350","$7,050",1,0,7,2,12,4,6,3,7,2,3,11
152 Highland Ave,42.3903° N 71.1064° W,Somerville,2,1,"$2,200","$4,400",0,0,2,4,8,2,5,6,9,2,6,9
299 Marlborough St,42.3512° N 71.0832° W,Boston,2,1,"$2,350","$4,700",0,1,8,2,11,1,7,3,8,3,6,10
66 Marlborough St,42.3528° N 71.0742° W,Boston,4,1,"$2,125","$8,500",0,0,5,3,8,1,8,3,4,2,3,13
141 Newbury St,42.3510° N 71.0766° W,Boston,2,1,"$2,225","$4,450",0,1,12,1,14,3,10,3,7,2,6,7
29 Porter Rd,42.3910° N 71.1210° W,Porter Square,2,1,"$2,050","$4,100",0,0,4,6,6,3,7,6,11,1,12,16
116 Babcock St,42.3521° N 71.1217° W,Brookline,3,2,"$1,900","$5,700",0,1,3,2,6,5,6,5,5,2,9,18
142 Holland St,42.4002° N 71.1277° W,Somerville,2,1,"$2,175","$4,350",0,1,4,2,6,3,7,2,5,3,11,8
1 Glenville Ave,42.3491° N 71.1323° W,Allston,3,2,"$1,900","$5,700",1,0,1,10,3,9,4,6,12,4,10,21
480 Harrison Ave,42.3399° N 71.0687° W,Boston,2,1,"$2,225","$4,450",1,0,2,7,4,2,6,6,6,2,8,10
146 Holland St,42.4001° N 71.1275° W,Somerville,4,1,"$2,225","$8,900",1,1,6,3,4,5,6,6,5,2,9,10
364 Harvard St,42.3476° N 71.1275° W,Brookline,3,1,"$2,325","$6,975",1,0,7,2,8,4,10,4,4,4,7,7
78 Ashford St,42.3552° N 71.1235° W,Allston,4,2,"$1,850","$7,400",0,1,6,3,5,6,7,3,8,3,5,18
104 Garden St,42.3809° N 71.1223° W,Cambridge,2,1,"$2,175","$4,350",0,1,2,2,7,3,4,4,10,3,8,13
252 Prospect St,42.3738° N 71.1048° W,Cambridge,3,1,"$2,425","$7,275",0,0,7,4,7,3,9,4,8,2,3,6
221 Newbury St,42.3497° N 71.0794° W,Boston,4,1,"$2,450","$9,800",1,0,9,2,9,3,8,1,7,4,6,8
22 Porter Rd,42.3909° N 71.1206° W,Porter Square,3,1,"$2,425","$7,275",0,0,2,6,5,6,4,4,11,1,8,13
142 Longwood Ave,42.3416° N 71.1155° W,Brookline,2,1,"$2,250","$4,500",0,1,4,2,4,3,6,6,9,2,6,16
150 Brighton Ave,42.3513° N 71.1313° W,Allston,4,1,"$1,825","$7,300",1,0,10,3,12,3,10,3,4,3,2,12
46 Elm St,42.3905° N 71.1155° W,Somerville,3,1,"$2,200","$6,600",0,0,12,1,9,2,11,1,1,3,4,11
114 Marlborough St,42.3524° N 71.0759° W,Boston,2,1,"$2,175","$4,350",1,0,6,3,11,4,5,4,4,1,5,13
119 Linden St,42.3537° N 71.1311° W,Allston,4,1,"$2,000","$8,000",0,0,3,5,4,3,6,3,11,3,10,13
944 Broadway,42.3768° N 71.1126° W,Cambridge,2,1,"$2,275","$4,550",0,0,6,1,7,3,5,3,8,1,7,6
2191 Massachusetts Ave,42.3955° N 71.1277° W,Porter Square,3,1,"$2,175","$6,525",1,0,6,3,16,1,10,1,1,2,2,11
125 Ashford St,42.3571° N 71.1261° W,Allston,2,1,"$1,425","$2,850",0,1,4,7,3,6,7,2,11,2,10,9
10 Saint Paul St,42.3423° N 71.1132° W,Brookline,2,1,"$2,300","$4,600",0,1,3,2,4,4,7,4,12,3,12,11
106 Glenville Ave,42.3519° N 71.1349° W,Allston,4,1,"$1,425","$5,700",0,0,2,6,5,5,3,5,12,2,13,15
175 Cedar St,42.3895° N 71.1105° W,Somerville,4,2,"$1,550","$6,200",0,0,4,5,3,9,5,4,15,2,11,13
430 Huntington Ave,42.3404° N 71.0904° W,Boston,2,1,"$2,125","$4,250",0,0,9,2,11,1,6,3,3,3,7,7
274 Newbury St,42.3496° N 71.0822° W,Boston,3,1,"$2,175","$6,525",1,1,9,3,13,3,12,2,3,3,5,8
1792 Massachusetts Ave,42.3853° N 71.1214° W,Cambridge,2,1,"$2,125","$4,250",0,0,6,3,11,1,7,2,1,1,4,11
111 College Ave,42.3995° N 71.1211° W,Somerville,2,1,"$2,000","$4,000",1,1,4,7,7,3,5,5,11,3,12,12
126 Cedar St,42.3883° N 71.1089° W,Somerville,3,1,"$1,750","$5,250",0,1,4,7,4,8,5,5,11,3,7,18
20 Babcock St,42.3490° N 71.1174° W,Brookline,3,1,"$2,375","$7,125",1,1,5,3,3,4,5,6,10,3,10,10
324 Huntington Ave,42.3418° N 71.0885° W,Boston,3,1,"$2,125","$6,375",1,1,9,4,9,4,6,4,3,2,4,11
262 Huron Ave,42.3882° N 71.1392° W,Cambridge,4,1,"$2,225","$8,900",1,0,2,5,1,9,3,5,8,1,7,11
225 Cedar St,42.3912° N 71.1119° W,Somerville,3,1,"$2,050","$6,150",0,0,4,9,1,3,2,6,12,1,9,16
42 Pearl St,42.3624° N 71.1034° W,Cambridge,2,1,"$2,225","$4,450",0,0,4,4,6,5,3,3,12,3,5,14
34 Roseland St,42.3901° N 71.1214° W,Porter Square,3,1,"$2,050","$6,150",1,0,1,5,5,7,4,8,10,2,14,21
127 Washington St,42.3345° N 71.1242° W,Brookline,3,1,"$1,975","$5,925",0,1,6,3,7,5,7,6,7,3,6,11
136 Beacon St,42.3781° N 71.1097° W,Somerville,3,1,"$1,550","$4,650",0,1,3,5,6,5,3,3,5,2,10,15
1 Ashford St,42.3527° N 71.1200° W,Allston,3,1,"$2,075","$6,225",0,1,3,7,6,4,7,2,10,1,5,17
140 Prospect St,42.3696° N 71.1042° W,Cambridge,4,1,"$2,175","$8,700",1,1,6,3,9,2,9,4,6,1,8,8
216 Brattle St,42.3816° N 71.1360° W,Cambridge,3,2,"$2,550","$7,650",0,0,4,7,3,4,5,2,8,2,9,16
72 Beacon St,42.3767° N 71.1068° W,Somerville,3,1,"$2,000","$6,000",0,0,5,4,5,3,4,3,12,3,10,14
1288 Beacon St,42.3420° N 71.1206° W,Brookline,3,1,"$2,325","$6,975",1,1,4,4,10,1,7,4,1,2,4,7
254 Highland Ave,42.3919° N 71.1109° W,Somerville,2,1,"$2,200","$4,400",0,1,2,4,6,4,7,4,7,1,9,10
942 Massachusetts Ave,42.3391° N 71.0949° W,Boston,2,1,"$2,225","$4,450",1,1,8,4,9,3,5,4,3,2,7,11
82 Babcock St,42.3508° N 71.1204° W,Brookline,3,1,"$2,275","$6,825",0,1,4,5,3,3,7,6,9,3,11,14
110 Commonwealth Ave,42.3516° N 71.0739° W,Boston,3,1,"$2,525","$7,575",0,0,9,4,10,2,7,1,8,4,4,7
4 Roseland St,42.3889° N 71.1195° W,Porter Square,3,1,"$2,350","$7,050",0,0,2,4,3,6,2,5,8,4,7,11
60 Marlborough St,42.3530° N 71.0741° W,Boston,3,2,"$2,075","$6,225",1,1,5,1,7,1,7,4,5,4,4,10
1700 Beacon St,42.3397° N 71.1346° W,Brookline,2,1,"$2,250","$4,500",0,1,9,3,11,1,6,1,3,4,3,11
2190 Massachusetts Ave,42.3928° N 71.1267° W,Cambridge,3,2,"$2,250","$6,750",1,1,12,3,11,1,8,2,2,4,3,9
2404 Massachusetts Ave,42.3968° N 71.1298° W,Cambridge,4,2,"$2,350","$9,400",0,0,6,1,15,1,10,1,7,2,6,11
204 Harvard Ave,42.3551° N 71.1315° W,Allston,3,1,"$1,675","$5,025",1,0,6,3,13,1,7,3,2,4,5,11
185 Aspinwall Ave,42.3365° N 71.1212° W,Brookline,2,1,"$1,875","$3,750",1,1,2,9,2,9,5,8,14,2,14,14
466 Marlborough St,42.3504° N 71.0898° W,Boston,2,1,"$2,175","$4,350",1,1,7,4,8,1,8,1,6,3,8,7
37 Porter Rd,42.3914° N 71.1211° W,Porter Square,2,1,"$2,475","$4,950",0,0,2,3,6,4,5,6,9,2,11,10
207 Brighton Ave,42.3510° N 71.1350° W,Allston,4,1,"$1,500","$6,000",0,1,10,3,15,2,12,2,2,1,2,5
76 Newbury St,42.3516° N 71.0741° W,Boston,4,2,"$2,200","$8,800",1,0,9,2,12,3,10,2,4,1,4,7
16 Saint Paul St,42.3426° N 71.1129° W,Brookline,3,2,"$1,950","$5,850",1,0,2,4,7,2,4,5,11,1,6,17
348 Columbus Ave,42.3424° N 71.0818° W,Boston,3,2,"$2,575","$7,725",0,0,4,4,5,4,3,3,5,2,8,16
69 Harvard Ave,42.3505° N 71.1306° W,Allston,3,1,"$2,000","$6,000",0,1,9,2,16,2,8,1,4,3,2,5
163 Glenville Ave,42.3544° N 71.1370° W,Allston,2,1,"$1,575","$3,150",1,1,2,10,4,6,4,5,16,1,10,11
14 Aspinwall Ave,42.3344° N 71.1109° W,Brookline,3,2,"$2,075","$6,225",0,0,2,9,2,4,5,8,16,3,8,19
198 Garden St,42.3833° N 71.1240° W,Cambridge,3,1,"$2,550","$7,650",1,0,2,6,3,5,3,6,5,1,9,12
8 Brattle St,42.3732° N 71.1187° W,Cambridge,4,1,"$2,150","$8,600",1,1,2,3,6,2,5,5,8,3,5,15
175 Walden St,42.3944° N 71.1308° W,Porter Square,3,1,"$1,900","$5,700",0,0,4,5,3,7,2,5,7,3,9,12
